mc_number,company_name,state,decision_date,register_date,is_new_mc,usdot_status,insurance_link,insurance_expiration,safety_rating,physical_address,mailing_address,phone,power_units,drivers,oos_percent_vehicle,oos_percent_driver,oos_percent_hazmat,crash_fatal,crash_injury,crash_tow,crash_total
MC-281548 -B,"NORTHWEST DISTRIBUTION AND STORAGE, INC.",OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=735976&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"1745 OXFORD ST SE #150 SALEM, OR   97302","1745 OXFORD ST SE #150 SALEM, OR   97302",(503) 362-2212,19,9,20%,0%,%,0,0,0,0
MC-290639 -P,AMERICAN RESOLVE TRUCKING LLC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=608354&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,Satisfactory,"7412 SW BEAVERTON HILLSDALE HWY SUITE 201 PORTLAND, OR   97225","7412 SW BEAVERTON HILLSDALE HWY SUITE 201 PORTLAND, OR   97225",(503) 291-0202,3,3,50%,0%,%,0,0,0,0
MC-440610 -C,"JUNIOR ALVARADO TRUCKING, INC.",OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=1011527&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,Conditional,"56181 HATHORN RD COQUILLE, OR   97423","PO BOX 918 COQUILLE, OR   97423",(541) 808-4684,13,13,14.3%,10%,%,0,0,0,0
MC-569480 -P,ZAMORANO TRANSPORT LLC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=1526762&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,Conditional,"23300 NE ARATA RD #13 TROUTDALE, OR   97060","23300 NE ARATA RD #13 TROUTDALE, OR   97060",(971) 601-6133,6,6,36.4%,21.4%,%,0,0,0,0
MC-585519 -P,"TWO WAY TRANSPORT, INC.",OR,2025-07-01,2025-07-01,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=1561373&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,Satisfactory,"17187 SE ALDER ST PORTLAND, OR   97233","17187 SE ALDER ST PORTLAND, OR   97233",(503) 379-1900,6,9,60%,8%,%,0,0,0,0
MC-810387 -P,MERAZ TRANSPORTATION SERVICES LLC,OR,2025-07-03,2025-07-03,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=2364031&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"908 MURPHY ROAD MEDFORD, OR   97504","908 MURPHY ROAD MEDFORD, OR   97504",(541) 840-2271,1,1,25%,0%,%,0,0,0,0
MC-883102 -C,CAVEMAN UNION AND TOWING INC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=342265&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,Satisfactory,"2100 NW VINE ST GRANTS PASS, OR   97526","2100 NW VINE ST GRANTS PASS, OR   97526",(541) 479-5001,8,6,0%,0%,%,0,0,0,0
MC-891481 -C,CROWN TOWING & REPAIR LLC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=1275063&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,Satisfactory,"9999 SE PINE ST PORTLAND, OR   97216","9999 SE PINE ST PORTLAND, OR   97216",(503) 705-7000,17,14,%,33.3%,%,0,0,0,0
MC-891481 -P,CROWN TOWING & REPAIR LLC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=1275063&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,Satisfactory,"9999 SE PINE ST PORTLAND, OR   97216","9999 SE PINE ST PORTLAND, OR   97216",(503) 705-7000,17,14,%,33.3%,%,0,0,0,0
MC-942575 -C,BRYAN FISHER TRUCKING LLC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=2824712&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,Satisfactory,"5155 GAFFIN RD SE SALEM, OR   97317","5155 GAFFIN RD SE SALEM, OR   97317",(971) 273-3195,5,5,25%,10%,%,0,0,0,0
MC-942575 -P,BRYAN FISHER TRUCKING LLC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=2824712&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,Satisfactory,"5155 GAFFIN RD SE SALEM, OR   97317","5155 GAFFIN RD SE SALEM, OR   97317",(971) 273-3195,5,5,25%,10%,%,0,0,0,0
MC-974631 -C,GREEN EXPRESS LLC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=2898642&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"16685 SE SUNSHOWER PL HAPPY VALLEY, OR   97086","16685 SE SUNSHOWER PL HAPPY VALLEY, OR   97086",(626) 592-9627,1,1,0%,0%,0%,0,0,0,0
MC-1135940 -C,DC TRUCKING EXPRESS LLC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=3470741&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"2512 S LYDIA LOOP HUBBARD, OR   97032","2512 S LYDIA LOOP HUBBARD, OR   97032-9114",(971) 283-5470,1,1,0%,0%,0%,0,0,0,0
MC-1171003 -C,DKS TRUCKING INCORPORATED,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=3493618&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"1235 11TH AVE SE ALBANY, OR   97322-6675","1235 11TH AVE SE ALBANY, OR   97322-6675",(541) 223-2066,1,1,0%,0%,%,0,0,0,0
MC-1438011 -C,BARRETT TRANSPORT LLC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=3902329&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"5434 HUCKLEBERRY LN FLORENCE, OR   97439","PO BOX 1422 FLORENCE, OR   97439",(541) 999-0600,4,1,42.9%,0%,%,0,0,0,0
MC-1445919 -P,ZGO LOGISTICS LLC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=3739449&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"414 NE 160TH AVE APT 41 PORTLAND, OR   97230","414 NE 160TH AVE APT 41 PORTLAND, OR   97230",(971) 337-8941,2,2,0%,0%,0%,0,0,0,0
MC-1510094 -C,G AND R TOWING LLC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4010829&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"21975 LAUREL AVE NE AURORA, OR   97002","21975 LAUREL AVE NE AURORA, OR   97002",(503) 847-3841,3,3,0%,0%,0%,0,0,0,0
MC-1643025 -C,BK TRUCKING LLC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4242231&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"2578 CONCORD ST WOODBURN, OR   97071","2578 CONCORD ST WOODBURN, OR   97071",(503) 706-6017,1,1,0%,0%,0%,0,0,0,0
MC-1643052 -C,METRO EXPRESS LLC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4242292&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"8346 NE SANDY BLVD APT 202 PORTLAND, OR   97220","2850 SW CEDAR HILLS BLVD #2277 BEAVERTON, OR   97005",(971) 380-7573,1,3,%,0%,%,0,0,0,0
MC-1663050 -C,DW HANCOCK TRUCKING LLC,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=3038436&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"3153 NW 11TH AVE ONTARIO, OR   97914","3153 NW 11TH AVE ONTARIO, OR   97914",(541) 216-0559,1,1,0%,0%,0%,0,0,0,0
MC-1695730 -C,MID-WILLAMETTE VALLEY MOVING & HAULING LL,OR,2025-07-07,2025-07-07,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4340291&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"1280 7TH AVE SW ALBANY, OR   97321","1280 7TH AVE SW ALBANY, OR   97321-1926",(541) 730-0359,1,1,0%,0%,0%,0,0,0,0
MC-1718878 -C,EXPRESS AUTO TRANSPORT LLC,OR,2025-04-10,2025-07-03,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4388322&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"5169 COMET ST NE SALEM, OR   97305","5169 COMET ST NE SALEM, OR   97305",(503) 800-7902,1,1,0%,0%,0%,0,0,0,0
MC-1735116 -C,BERKUT TRANSPORT INC,OR,2025-05-30,2025-07-03,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4415351&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"13874 SE MONET CT CLACKAMAS, OR   97015","13874 SE MONET CT CLACKAMAS, OR   97015-6278",(503) 490-0030,2,2,0%,0%,0%,0,0,0,0
MC-1738641 -C,PL UNION LLC,OR,2025-06-12,2025-07-03,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4421941&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"1210 CANDLEWOOD DR NE KEIZER, OR   97303","1210 CANDLEWOOD DR NE KEIZER, OR   97303-4127",(503) 400-5812,1,1,0%,0%,0%,0,0,0,0
MC-1739590 -C,DB TRUCKING INC,OR,2025-06-17,2025-07-03,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=1365161&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"74262 HWY 202 VESPER, OR   97016","74262 HWY 202 VESPER, OR   97016",(503) 791-9805,1,1,0%,0%,0%,0,0,0,0
MC-934023 -C,CHIARELLA TRANSPORTATION AND RELOCATION S,OR,2025-07-03,2025-07-03,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=2797486&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"14596 SW OREGON ST SHERWOOD, OR   97140","5441 S MACADAM AVE SUITE 4838 PORTLAND, OR   97239",(888) 855-1491,2,2,25%,83.3%,%,0,0,0,0
MC-1315984 -C,RED DIAMOND INSTALLATION LLC,OR,2025-07-03,2025-07-03,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=3729550&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"935 NE FALOMA RD PORTLAND, OR   97211","935 NE FALOMA RD PORTLAND, OR   97211-1124",(503) 422-2025,2,2,75%,50%,%,0,0,0,0
MC-1390247 -B,TOP STANDARD BROKERAGE LLC,OR,2025-07-03,2025-07-03,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=3831747&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"107 E HISTORIC COLUMBIA RIVER HWY STE 201 TROUTDALE, OR   97060","107 E HISTORIC COLUMBIA RIVER HWY STE 201 TROUTDALE, OR   97060-2095",(971) 350-2992,0,,0%,0%,0%,0,0,0,0
MC-1504388 -C,MUNDO EXPRESS LLC,OR,2025-06-30,2025-06-30,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4002039&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,Conditional,"2365 NE DIVISION ST GRESHAM, OR   97030","1713 SE 9TH ST GRESHAM, OR   97080",(971) 345-9308,7,7,45.5%,14.3%,%,0,0,0,0
MC-1596672 -C,PM EXPRESS LLC,OR,2025-07-03,2025-07-03,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4156635&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"13839 SE RHONE ST PORTLAND, OR   97236","13839 SE RHONE ST PORTLAND, OR   97236-2949",(971) 990-3622,2,3,0%,20%,%,0,0,0,0
MC-1602067 -C,R&K LOGISTICS LLC,OR,2025-07-03,2025-07-03,True,ACTIVE,http://li-public.fmcsa.dot.gov/LIVIEW/pkg_carrquery.prc_carrlist?n_dotno=4167006&s_prefix=MC&n_docketno=&s_legalname=&s_dbaname=&s_state=,N/A,None,"129 COTTONWOOD DR EAGLE POINT, OR   97524","129 COTTONWOOD DR EAGLE POINT, OR   97524-6622",(541) 210-4486,1,1,0%,50%,%,0,0,0,0
